,Unnamed: 0,Ulica,Koordinate,Od centra
714,594,mitropolita stratimirovica,"(44.78980780000001, 20.4734593)",2.375317334
715,196,debarska,"(44.7902988, 20.4740953)",2.3640171359999997
716,1025,vojvode supljikca,"(44.79990799999999, 20.4844983)",2.359603098
717,94,"blok 44, do save","(44.8084975, 20.4321456)",2.3524019369999998
718,139,Bulevar vojvode misica,"(44.79566699999999, 20.4395063)",2.348071124
719,527,marina,"(44.8009091, 20.4356231)",2.334996271
720,433,kovaceva,"(44.8126641, 20.4887997)",2.333215848
721,552,mije kovacevica,"(44.8126641, 20.4887997)",2.333215848
722,970,vatroslava jagica,"(44.80064549999999, 20.4844956)",2.327029559
723,965,vardarska,"(44.7949345, 20.4796824)",2.322272641
724,236,dragoslava srejovica,"(44.8162173, 20.4885452)",2.297503274
725,54,banjska,"(44.8036823, 20.4857563)",2.297421965
726,427,koste glavinica,"(44.7950108, 20.4411927)",2.291572401
727,188,danicareva,"(44.7972744, 20.4813254)",2.285028116
728,295,grahovska,"(44.7948659, 20.478747)",2.275573634
729,1033,vukice mitrovic,"(44.7976513, 20.4812844)",2.262404767
730,415,kneza od semberije,"(44.7998272, 20.4827775)",2.248312524
731,782,sime igumanova,"(44.7921633, 20.4744456)",2.2467743430000002
732,1077,colak antina,"(44.7939348, 20.4438602)",2.221598174
733,569,milesevska,"(44.7992162, 20.4815492)",2.198248701
734,717,popovacka,"(44.807189, 20.4349922)",2.162674226
735,1001,vladimira popovica,"(44.807189, 20.4349922)",2.162674226
736,491,loznicka,"(44.8003657, 20.4818134)",2.1593806669999998
737,1015,vojvode bogdana,"(44.8037019, 20.4837754)",2.15305925
738,544,mihaila gavrilovica,"(44.7921109, 20.4714936)",2.137549105
739,59,brace ribnikar,"(44.8064615, 20.4844709)",2.111979629
740,1084,djordja vajferta,"(44.7932076, 20.4724732)",2.094108739
741,157,cara nikolaja,"(44.79793979999999, 20.4785824)",2.085465945
742,158,cara nikolaja drugog,"(44.79793979999999, 20.4785824)",2.085465945
743,159,cara nikolaja ii,"(44.79793979999999, 20.4785824)",2.085465945
744,501,maksima gorkog,"(44.7967137, 20.4772587)",2.083476212
745,1016,vojvode brane,"(44.804944, 20.4833986)",2.080926635
746,461,lamartinova,"(44.7933196, 20.4722835)",2.078837744
747,699,petra kocica,"(44.7941674, 20.4734359)",2.06542405
748,720,pozarevacka,"(44.8011382, 20.4809089)",2.063317342
749,613,niska,"(44.801913, 20.4812488)",2.050305392
750,857,sredacka,"(44.80188159999999, 20.4812099)",2.0490971630000003
751,1040,zahumska,"(44.8038275, 20.4822707)",2.040681813
752,957,vojvode dragomira,"(44.7987994, 20.4783762)",2.0251371380000003
753,879,stjepana ljubise,"(44.8073777, 20.4835957)",2.019353899
754,1070,cirila i metodija,"(44.8046611, 20.4822161)",2.005103861
755,163,carli caplina,"(44.8133, 20.4846196)",1.99080207
756,906,tomasa jeza,"(44.800872, 20.4795134)",1.98560641
757,487,ljubostinjska,"(44.8022936, 20.4804535)",1.979587913
758,770,rudnicka,"(44.7925467, 20.4671232)",1.9775959730000001
759,1061,kavadarska,"(44.79164369999999, 20.4623489)",1.977178169
760,424,kornelija stankovica,"(44.7932359, 20.4690834)",1.97628713
761,625,nikodima milasa,"(44.8100657, 20.4838175)",1.9726235619999999
762,785,sitnicka,"(44.7960401, 20.4467438)",1.9471846780000002
763,636,novopazarska,"(44.79858189999999, 20.4766563)",1.938864146
764,217,dobropoljska,"(44.7921795, 20.4626799)",1.9365269019999998
765,330,internacionalnih brigada,"(44.7947717, 20.4712134)",1.934281726
766,297,granicarska,"(44.7962061, 20.4734744)",1.927882742
767,308,hadzi ruvimova,"(44.801441, 20.4790199)",1.925738989
768,666,preka,"(44.799877, 20.4775401)",1.915991112
769,508,milana tankosica,"(44.810607, 20.4831982)",1.913563193
770,116,branicevska,"(44.7946768, 20.4693961)",1.8779321619999998
771,243,drziceva,"(44.80610069999999, 20.4811294)",1.874591804
772,88,bistricka,"(44.8110722, 20.4826662)",1.8632344730000001
773,784,sindjeliceva,"(44.80219169999999, 20.4785896)",1.86117167
774,888,sundeciceva,"(44.80219169999999, 20.4785896)",1.86117167
775,244,dubljanska,"(44.7958873, 20.4710779)",1.8492781230000002
776,277,generala rasica,"(44.8105593, 20.4381426)",1.840123291
777,1073,celopecka,"(44.80551370000001, 20.480302)",1.835551915
778,33,albanske spomenice,"(44.8098339, 20.48193)",1.829544166
779,618,nebojsina,"(44.794494, 20.4670116)",1.824050434
780,385,kaleniceva,"(44.8006334, 20.4766029)",1.818619665
781,601,mlatisumina,"(44.8031224, 20.4785331)",1.813248442
782,320,ivana djaje,"(44.7989148, 20.4746655)",1.810965876
783,685,patrijarha varnave,"(44.797148, 20.4721905)",1.80699411
784,638,oblakovska,"(44.7937843, 20.4612201)",1.797900118
785,744,ruzveltova,"(44.8068906, 20.4803233)",1.7884794819999998
786,788,sokolska,"(44.7980685, 20.4730251)",1.783129084
787,524,maleska,"(44.7945049, 20.4562843)",1.766320757
788,725,primorska,"(44.8110313, 20.4813482)",1.759732361
789,1044,zdravka celara,"(44.8128703, 20.4816887)",1.759417948
790,653,osmana djikica,"(44.8165845, 20.4818094)",1.752243994
791,1069,rade koncat,"(44.8149466, 20.4817203)",1.746125705
792,72,bacvanska,"(44.7977773, 20.4715526)",1.73626438
793,517,macvanska,"(44.7977773, 20.4715526)",1.73626438
794,516,mutapova,"(44.7987238, 20.4728787)",1.733191276
795,611,nevesinjska,"(44.8001446, 20.4746087)",1.7330973090000001
796,272,gastona gravijea,"(44.7961199, 20.4681921)",1.732384788
797,283,golsvordijeva,"(44.80369719999999, 20.477424)",1.712938075
798,337,ivankovacka,"(44.8079635, 20.4796766)",1.705984054
799,123,brace grim,"(44.813972, 20.4808143)",1.678451086
800,841,skerliceva,"(44.7969129, 20.4679376)",1.665070702
801,454,kursulina,"(44.8006479, 20.473813)",1.6596235259999998
802,604,mome kapora,"(44.7979137, 20.4698078)",1.6558772030000002
803,307,hadzi prodanova,"(44.8040391, 20.4767984)",1.65557166
804,309,hadzi djerina,"(44.8040391, 20.4767984)",1.65557166
805,478,ljube stojanovica,"(44.8124027, 20.4799861)",1.6291815459999999
806,664,poenkareova,"(44.8191313, 20.4799736)",1.6233723780000002
807,801,sv. save,"(44.7980656, 20.4691184)",1.6193193369999999
808,904,svetozara corovica,"(44.8090681, 20.4789131)",1.615873048
809,994,vladetina,"(44.8090681, 20.4789131)",1.615873048
810,445,kraljice marije,"(44.8068572, 20.4778478)",1.6088546680000002
811,65,baba visnjina,"(44.8011175, 20.4730788)",1.591746874
812,523,makenzijeva,"(44.8000585, 20.4711079)",1.5618333709999999
813,396,kataniceva,"(44.7993618, 20.4699142)",1.5576245569999998
814,417,koce kapetana,"(44.8014055, 20.4726065)",1.5490815740000001
815,486,ljubomira stojanovica,"(44.8142503, 20.4788381)",1.51688156
816,684,patrijarha gavrila,"(44.804794, 20.4752077)",1.515362785
817,515,molerova,"(44.8029179, 20.4735804)",1.513535818
818,483,ljubinska,"(44.8038592, 20.4742761)",1.503664829
819,340,jase prodanovica,"(44.8151066, 20.4785784)",1.491154839
820,103,borova,"(44.8112897, 20.4778975)",1.483195158
821,174,dalmatinska,"(44.8112897, 20.4778975)",1.483195158
822,173,cvijiceva,"(44.812959, 20.4780074)",1.463466437
823,761,rackog,"(44.8158062, 20.4779453)",1.438341525
824,869,stara,"(44.8100982, 20.4768914)",1.433445351
825,193,danilova,"(44.81013, 20.47684)",1.42866215
826,63,bulevar despota stefana,"(44.8172371, 20.4777297)",1.4246842569999998
827,374,kneginje zorke,"(44.8022677, 20.4711944)",1.422244169
828,614,njegoseva,"(44.8022677, 20.4711944)",1.422244169
829,873,starine novaka,"(44.8101142, 20.4767165)",1.419642389
830,802,svetog save,"(44.8003924, 20.4678887)",1.4060884169999999
831,916,tirsova,"(44.7992561, 20.4637742)",1.383208152
832,379,kumanovska,"(44.8048764, 20.4731467)",1.380514421
833,239,draze pavlovic,"(44.8133759, 20.476949)",1.37341344
834,787,smiljaniceva,"(44.8026865, 20.4705111)",1.361266631
835,245,durmitorska,"(44.8016447, 20.4515836)",1.3530248459999998
836,199,deligradska,"(44.7994012, 20.4622869)",1.351393749
837,397,katiceva,"(44.8001849, 20.4649061)",1.332998243
838,993,vlade aksentijevica,"(44.8189141, 20.4762621)",1.323946324
839,868,stanoja glavasa,"(44.8118636, 20.4759739)",1.3205991879999999
840,115,brace nedic,"(44.805359, 20.4723577)",1.306544993
841,38,alekse nenadovica,"(44.8031563, 20.4697447)",1.293329687
842,490,lovacka,"(44.803126, 20.469658)",1.29111374
843,529,marica,"(44.8007145, 20.4640793)",1.273751355
844,808,sajkaska,"(44.8182379, 20.4755786)",1.260270971
845,989,visegradska,"(44.8017379, 20.4540539)",1.254475942
846,845,slavija,"(44.802076, 20.467067)",1.254254212
847,183,dr. dragoslava popovica,"(44.812357, 20.474999)",1.23423436
848,630,nikole tesle,"(44.80513089999999, 20.4707336)",1.223528683
849,327,ilije garasanina,"(44.8093634, 20.473772)",1.222534257
850,727,prote mateje,"(44.8050973, 20.470521)",1.2135388
851,623,nemanjina,"(44.8025919, 20.46586)",1.175403738
852,1017,vojvode dobrnjca,"(44.8170925, 20.4744843)",1.1615276079999999
853,17,27. marta,"(44.811466, 20.4737306)",1.155198625
854,378,krunska,"(44.8055155, 20.4699052)",1.154650478
855,80,beogradska,"(44.8056164, 20.4698038)",1.143065346
856,439,kralja milutina,"(44.802936, 20.4650323)",1.1246933540000001
857,811,sarajevska,"(44.8033289, 20.4546547)",1.116813695
858,818,savska,"(44.8044885, 20.4533313)",1.0825076279999999
859,522,majora ilica,"(44.8118418, 20.472829)",1.076273419
860,200,desanke maksimovic,"(44.8068914, 20.4697287)",1.06529202
861,774,rujica,"(44.8255073, 20.4512811)",1.059792729
862,55,bircaninova,"(44.8031462, 20.4617518)",1.044840306
863,162,carigradska,"(44.8180129, 20.4727506)",1.031006123
864,1020,vojvode milenka,"(44.80369049999999, 20.4578465)",1.011255814
865,135,budimska,"(44.818451, 20.472353)",1.005792022
866,804,svetozara markovica,"(44.8047144, 20.4651766)",0.995537323
867,497,madera,"(44.8084765, 20.4699161)",0.9932423709999999
868,902,svetozara miletica,"(44.8204049, 20.4715043)",0.985020408
869,553,mike alasa,"(44.8278647, 20.4595849)",0.9674273840000001
870,833,sibinjanin janka,"(44.8278647, 20.4595849)",0.9674273840000001
871,276,generala lesjanina,"(44.813865, 20.4717312)",0.949725991
872,711,platana,"(44.8221248, 20.4698861)",0.931316881
873,1096,zorza klemansoa,"(44.8221915, 20.4698011)",0.928453777
874,743,resavska,"(44.8047087, 20.4620978)",0.923508772
875,342,jevrejska,"(44.8269379, 20.4572725)",0.92205958
876,550,mihizova,"(44.8215876, 20.4700498)",0.920127818
877,112,brace baruh,"(44.8268097, 20.4585269)",0.8910072609999999
878,975,venizelosova,"(44.81996729999999, 20.4702571)",0.8779846929999999
879,411,knez miletina,"(44.8186444, 20.4705449)",0.866604305
880,908,tadeusa koscuska,"(44.8256671, 20.4557517)",0.866556338
881,718,porecka,"(44.8262747, 20.4575363)",0.864644692
882,84,beracka,"(44.8179544, 20.449816)",0.857148342
883,863,srzenticeva,"(44.8192386, 20.4701954)",0.853053946
884,1088,santiceva,"(44.8192386, 20.4701954)",0.853053946
885,598,misarska,"(44.807222, 20.4651347)",0.8122362940000001
886,354,jelisavete nacic,"(44.8194317, 20.469498)",0.804929098
887,301,gundulicev venac,"(44.8203336, 20.4690457)",0.80041682
888,310,hajduk veljkov venac,"(44.8064477, 20.4576536)",0.7968227959999999
889,313,hercegovacka,"(44.81229889999999, 20.4511045)",0.79408908
890,656,palmoticeva,"(44.8142773, 20.4695435)",0.7693033859999999
891,1092,zeleznicka kolonija,"(44.8113319, 20.4520208)",0.760962328
892,287,gornjacka,"(44.8176186, 20.4510016)",0.7576838109999999
893,677,panciceva,"(44.825035, 20.4623676)",0.757478555
894,252,dzordza vasingtona,"(44.8163314, 20.4695222)",0.75627668
895,241,drinciceva,"(44.81774129999999, 20.469321)",0.7535315290000001
896,986,visokog stevana,"(44.8252236, 20.4597051)",0.753155468
897,464,lazareviceva,"(44.80919590000001, 20.466443)",0.7451301370000001
898,438,kralja milana,"(44.8077122, 20.4638715)",0.7305538340000001
899,412,kneza milosa,"(44.8071997, 20.462071)",0.724764581
900,583,milutina bojica,"(44.8146616, 20.4689997)",0.720809923
901,900,svetogorska,"(44.8135981, 20.4687524)",0.718834379
902,210,djordja jovanovica,"(44.8193031, 20.4679467)",0.684411925
903,226,dr djordja joanovica,"(44.8193031, 20.4679467)",0.684411925
904,678,pariska,"(44.819699, 20.4527503)",0.676072344
905,372,karadjordjeva,"(44.8134811, 20.4522353)",0.6756021059999999
906,765,rige od fere,"(44.8233793, 20.4565467)",0.671391592
907,1046,zidarska,"(44.8166055, 20.4521058)",0.658123262
908,5,"1,maja","(44.8085832, 20.4635625)",0.655908943
909,166,"centar , 1. maja","(44.8085832, 20.4635625)",0.655908943
910,806,svetozara radica,"(44.8139853, 20.4524714)",0.646110455
911,23,admirala geprata,"(44.80816859999999, 20.4604624)",0.630540374
912,304,hilandarska,"(44.81519580000001, 20.4678793)",0.62541798
913,456,levskog,"(44.82046099999999, 20.466213)",0.609592895
914,216,dobrinjska,"(44.8086993, 20.4616687)",0.599127272
915,840,skender begova,"(44.8227482, 20.4628229)",0.591048874
916,425,kosancicev venac,"(44.8163355, 20.4530116)",0.583386329
917,716,pop lukina,"(44.816027, 20.4530346)",0.580697658
918,160,cara urosa,"(44.8221766, 20.4567652)",0.576729313
919,1087,safarikova,"(44.8159546, 20.4668942)",0.542631756
920,521,majke jevrosime,"(44.8135097, 20.466435)",0.542557286
921,1005,vlajkoviceva,"(44.8134874, 20.4664158)",0.541769597
922,408,kneginje ljubice/cara dusana,"(44.8213219, 20.4640558)",0.536366783
923,444,kraljevica marka,"(44.8137485, 20.4541142)",0.524279591
924,407,kneginje ljubice,"(44.8213939, 20.4636489)",0.522762685
925,376,kralja petra,"(44.8201709, 20.4554862)",0.513085353
926,821,sedmog jula,"(44.8201709, 20.4554862)",0.513085353
927,409,knez danilova,"(44.821877, 20.458012)",0.512485147
928,375,kosovska,"(44.8127411, 20.4655565)",0.505892502
929,422,komovska,"(44.8127411, 20.4655565)",0.505892502
930,909,takovska,"(44.8127411, 20.4655565)",0.505892502
931,156,cara lazara,"(44.8182626, 20.4544052)",0.505779848
932,122,brankova,"(44.81497660000001, 20.4540489)",0.504580787
933,390,kapetan misina,"(44.8219103, 20.4619155)",0.503169691
934,881,strahinjica bana,"(44.8221362, 20.4604617)",0.502315475
935,149,burgerovih,"(44.81842330000001, 20.4547325)",0.48648620600000003
936,150,cetinjska,"(44.816886, 20.4661024)",0.48451046799999997
937,215,dobracina,"(44.8204819, 20.4640129)",0.48043198200000004
938,273,gavrila principa,"(44.8117361, 20.4561673)",0.472314759
939,67,balkanska,"(44.8102939, 20.4595269)",0.46115649799999997
940,290,gospodar jovanova,"(44.8215521, 20.4598206)",0.45555752299999996
941,984,visnjiceva,"(44.8215521, 20.4598206)",0.45555752299999996
942,446,kraljice natalije,"(44.8106002, 20.4597294)",0.434772206
943,922,toplicin venac,"(44.8163707, 20.4548842)",0.432138751
944,488,lomina,"(44.8115117, 20.457707)",0.412112982
945,2,severina bijelica,"(44.8205556, 20.4622222)",0.408147727
946,9,113 nova,"(44.8205556, 20.4622222)",0.408147727
947,182,dr nika miljanica,"(44.8205556, 20.4622222)",0.408147727
948,185,drenovacka,"(44.8205556, 20.4622222)",0.408147727
949,190,danila lekica,"(44.8205556, 20.4622222)",0.408147727
950,270,galipoljska,"(44.8205556, 20.4622222)",0.408147727
951,325,igora vasiljeva,"(44.8205556, 20.4622222)",0.408147727
952,363,jovanicka,"(44.8205556, 20.4622222)",0.408147727
953,386,kalnicka,"(44.8205556, 20.4622222)",0.408147727
954,428,koste josipovica,"(44.8205556, 20.4622222)",0.408147727
955,455,lazarevacki drum,"(44.8205556, 20.4622222)",0.408147727
956,534,matije vukovica,"(44.8205556, 20.4622222)",0.408147727
957,683,partizanski blok ul 1,"(44.8205556, 20.4622222)",0.408147727
958,895,sutjeska ulica 1,"(44.8205556, 20.4622222)",0.408147727
959,925,tose jovanovica,"(44.8205556, 20.4622222)",0.408147727
960,969,vasina,"(44.8205556, 20.4622222)",0.408147727
961,1006,vlasicka,"(44.8205556, 20.4622222)",0.408147727
962,1078,djure gajica,"(44.8205556, 20.4622222)",0.408147727
963,576,milorada gavrilovica,"(44.8184554, 20.4643411)",0.39259364399999996
964,596,mice popovica,"(44.8184554, 20.4643411)",0.39259364399999996
965,180,dositejeva,"(44.8192196, 20.4637367)",0.390755168
966,1062,kod gospodar jovanove,"(44.8205332, 20.461403)",0.38453196700000003
967,838,skadarlija,"(44.8179391, 20.4644984)",0.384146494
968,839,skadarska,"(44.8179391, 20.4644984)",0.384146494
969,370,kamenicka,"(44.8126711, 20.4569922)",0.37136725200000004
970,929,trg nikole pasica,"(44.8125267, 20.4631134)",0.36400889700000005
971,617,nasticeva,"(44.8153005, 20.464617)",0.361847385
972,637,nusiceva,"(44.8153005, 20.464617)",0.361847385
973,161,carice milice,"(44.8156636, 20.4559422)",0.345751853
974,505,marsala birjuzova,"(44.8156636, 20.4559422)",0.345751853
975,289,gospodar jevremova,"(44.8197021, 20.4613768)",0.31919376899999996
976,418,kod pinka,"(44.812222, 20.460239)",0.301677246
977,410,knez mihailova,"(44.8177356, 20.4569894)",0.297913843
978,913,terazije,"(44.8126696, 20.4612717)",0.279260823
979,197,decanska,"(44.8139663, 20.4629803)",0.276596566
980,500,makedonska,"(44.8156448, 20.463143)",0.23983373300000002
981,835,simina,"(44.818529, 20.4613253)",0.228531403
982,1051,zmaj jovina,"(44.8171384, 20.4576895)",0.22525132
983,170,cika ljubina,"(44.81750299999999, 20.4582646)",0.201357397
984,667,prizrenska,"(44.8136276, 20.4594988)",0.196128738
985,640,obilicev venac,"(44.8159156, 20.4578081)",0.19379079999999999
986,126,brace jugovica,"(44.81757, 20.461446)",0.166076467
987,968,vase carapica,"(44.8167372, 20.4602332)",0.064346825
988,419,kolarceva,"(44.8152564, 20.4605019)",0.060896075
989,26,ane ahmetove,"(0.0, 0.0)",5.319703205859453
990,29,abebe bikile,"(0.0, 0.0)",5.319703205859453
991,34,albrehta direra,"(0.0, 0.0)",5.319703205859453
992,40,aljehinova,"(0.0, 0.0)",5.319703205859453
993,42,ane frank,"(0.0, 0.0)",5.319703205859453
994,45,antona klemencica,"(0.0, 0.0)",5.319703205859453
995,46,arhimadrita zelica,"(0.0, 0.0)",5.319703205859453
996,50,augusta senoe,"(0.0, 0.0)",5.319703205859453
997,71,backa,"(0.0, 0.0)",5.319703205859453
998,73,begejska,"(0.0, 0.0)",5.319703205859453
999,74,bekerelova,"(0.0, 0.0)",5.319703205859453
1000,77,belicka,"(0.0, 0.0)",5.319703205859453
1001,79,belog bagrema,"(0.0, 0.0)",5.319703205859453
1002,86,bihacka,"(0.0, 0.0)",5.319703205859453
1003,92,blaza popivode,"(0.0, 0.0)",5.319703205859453
1004,93,blizina zvecanske,"(0.0, 0.0)",5.319703205859453
1005,96,bojana djordumovica,"(0.0, 0.0)",5.319703205859453
1006,97,bojcinska (iza maxija),"(0.0, 0.0)",5.319703205859453
1007,101,borhesova,"(0.0, 0.0)",5.319703205859453
1008,109,boze baucala,"(0.0, 0.0)",5.319703205859453
1009,129,"brace srnic, kod okretnice","(0.0, 0.0)",5.319703205859453
1010,192,danila medakovica,"(0.0, 0.0)",5.319703205859453
1011,195,darinke jevric,"(0.0, 0.0)",5.319703205859453
1012,198,dejana smiljkovica,"(0.0, 0.0)",5.319703205859453
1013,214,dobanovacki put iv deo,"(0.0, 0.0)",5.319703205859453
1014,218,dolacka,"(0.0, 0.0)",5.319703205859453
1015,219,donska,"(0.0, 0.0)",5.319703205859453
1016,235,dragoslav djordjevica gose,"(0.0, 0.0)",5.319703205859453
1017,240,drenicka,"(0.0, 0.0)",5.319703205859453
1018,247,dusana bude timotijevica,"(0.0, 0.0)",5.319703205859453
1019,248,dusana milosevica,"(0.0, 0.0)",5.319703205859453
1020,256,emila zatopeka,"(0.0, 0.0)",5.319703205859453
1021,306,hadzi melentijeva,"(0.0, 0.0)",5.319703205859453
1022,326,ilije bosilja,"(0.0, 0.0)",5.319703205859453
1023,335,ivana senkovica,"(0.0, 0.0)",5.319703205859453
1024,347,jure kerosevica,"(0.0, 0.0)",5.319703205859453
1025,349,jasenova,"(0.0, 0.0)",5.319703205859453
1026,383,kajmakcalanska u blizini,"(0.0, 0.0)",5.319703205859453
1027,421,komnena barjaktara,"(0.0, 0.0)",5.319703205859453
1028,449,kronstatska,"(0.0, 0.0)",5.319703205859453
1029,452,kumodra[ka,"(0.0, 0.0)",5.319703205859453
1030,471,licka,"(0.0, 0.0)",5.319703205859453
1031,492,losinjska donja,"(0.0, 0.0)",5.319703205859453
1032,493,lugovacka,"(0.0, 0.0)",5.319703205859453
1033,528,marine velickovic,"(0.0, 0.0)",5.319703205859453
1034,533,matavuljeva,"(0.0, 0.0)",5.319703205859453
1035,538,"medakoviceva, centar, kod maksija","(0.0, 0.0)",5.319703205859453
1036,541,mickijeviceva,"(0.0, 0.0)",5.319703205859453
1037,547,mihajla avramovica - okolina,"(0.0, 0.0)",5.319703205859453
1038,582,milosa zutica,"(0.0, 0.0)",5.319703205859453
1039,616,naselje elektroistok,"(0.0, 0.0)",5.319703205859453
1040,622,negovana ljubinkovica,"(0.0, 0.0)",5.319703205859453
1041,642,ohridska (brane crncevica),"(0.0, 0.0)",5.319703205859453
1042,648,onisima popovica,"(0.0, 0.0)",5.319703205859453
1043,652,osijecka,"(0.0, 0.0)",5.319703205859453
1044,657,pante tutundzica,"(0.0, 0.0)",5.319703205859453
1045,692,pere cvetkovica,"(0.0, 0.0)",5.319703205859453
1046,693,pere kosorica,"(0.0, 0.0)",5.319703205859453
1047,697,petkov kladenac,"(0.0, 0.0)",5.319703205859453
1048,705,pecinacka,"(0.0, 0.0)",5.319703205859453
1049,712,plitvicka - blizu hale slodes,"(0.0, 0.0)",5.319703205859453
1050,726,primucura zarka,"(0.0, 0.0)",5.319703205859453
1051,732,prvog sremskog odreda,"(0.0, 0.0)",5.319703205859453
1052,733,pukovnika pejovica,"(0.0, 0.0)",5.319703205859453
1053,753,rajacka,"(0.0, 0.0)",5.319703205859453
1054,757,ranka miljica,"(0.0, 0.0)",5.319703205859453
1055,767,rudi cajavec,"(0.0, 0.0)",5.319703205859453
1056,768,rudi cajevac,"(0.0, 0.0)",5.319703205859453
1057,769,rudija cajaveca,"(0.0, 0.0)",5.319703205859453
1058,775,ruvarceva,"(0.0, 0.0)",5.319703205859453
1059,777,s. m.mike,"(0.0, 0.0)",5.319703205859453
1060,786,skadarska ugao despota stefana,"(0.0, 0.0)",5.319703205859453
1061,798,stojana protica,"(0.0, 0.0)",5.319703205859453
1062,824,senjanin ive,"(0.0, 0.0)",5.319703205859453
1063,844,slankamenacki put,"(0.0, 0.0)",5.319703205859453
1064,861,srpsko grckog prijateljstva,"(0.0, 0.0)",5.319703205859453
1065,897,svetislava ristica,"(0.0, 0.0)",5.319703205859453
1066,899,svetog raf. sisatovackog,"(0.0, 0.0)",5.319703205859453
1067,907,trnska,"(0.0, 0.0)",5.319703205859453
1068,912,teodosijeva,"(0.0, 0.0)",5.319703205859453
1069,923,toplicka,"(0.0, 0.0)",5.319703205859453
1070,942,"ugrinovacka, pocetak, ispod cukovca","(0.0, 0.0)",5.319703205859453
1071,944,univerzijade,"(0.0, 0.0)",5.319703205859453
1072,945,unska,"(0.0, 0.0)",5.319703205859453
1073,946,"uzdinska, kod kafea medun","(0.0, 0.0)",5.319703205859453
1074,953,veletinska,"(0.0, 0.0)",5.319703205859453
1075,956,vlajka djuranovica,"(0.0, 0.0)",5.319703205859453
1076,960,vukova,"(0.0, 0.0)",5.319703205859453
1077,962,valentina vodnika,"(0.0, 0.0)",5.319703205859453
1078,980,vidikovacki venac (partizanska),"(0.0, 0.0)",5.319703205859453
1079,981,vijetnamska,"(0.0, 0.0)",5.319703205859453
1080,990,visnjiceva druga,"(0.0, 0.0)",5.319703205859453
1081,995,vladimira dujica,"(0.0, 0.0)",5.319703205859453
1082,1000,vladimira pogacica,"(0.0, 0.0)",5.319703205859453
1083,1018,vojvode jakse,"(0.0, 0.0)",5.319703205859453
1084,1031,vucitrnska,"(0.0, 0.0)",5.319703205859453
1085,1048,zimonjiceca,"(0.0, 0.0)",5.319703205859453
1086,1056,blizu milesevske,"(0.0, 0.0)",5.319703205859453
1087,1057,blizu zvecanske,"(0.0, 0.0)",5.319703205859453
1088,1058,cunstendiska,"(0.0, 0.0)",5.319703205859453
1089,1059,dr acima medovica,"(0.0, 0.0)",5.319703205859453
1090,1060,gleda na vukice mitrovic,"(0.0, 0.0)",5.319703205859453
1091,1067,nova 114 11b st,"(0.0, 0.0)",5.319703205859453
1092,1071,cede minderovica,"(0.0, 0.0)",5.319703205859453
1093,1076,cice romanijskog,"(0.0, 0.0)",5.319703205859453
1094,1080,djoke vojvodica,"(0.0, 0.0)",5.319703205859453
1095,1093,zike mesarovica,"(0.0, 0.0)",5.319703205859453
1096,1095,zitomislicka,"(0.0, 0.0)",5.319703205859453
